Time,RST,start_ga,load_initial_population,data_in,GA_State,Pipe_State,init_cnt,iter_cnt,busy,done,perfect,best_chr,best_fit,req_fit,req_tot_fit,start_sel,sel_done,sel_idx1,sel_idx2,parent1,parent2,start_cross,cross_done,child_cross,start_mut,mut_done,child_mut,start_eval_init,start_eval_pipe,eval_done,child_fit,start_pop_write,pop_write_done
16150000000,0,0,0,0601,2,1, 0,         5,1,0,0,0000,   11,1,1,0,1, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
16250000000,0,0,0,0601,2,2, 0,         5,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,1,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
16350000000,0,0,0,0601,2,2, 0,         5,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,1,XXXX,0,0,XXXX,0,0,0,    x,0,0
16450000000,0,0,0,0601,2,2, 0,         5,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,1,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
16550000000,0,0,0,0601,2,2, 0,         5,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,1,XXXX,0,0,XXXX,0,0,0,    x,0,0
16650000000,0,0,0,0601,2,3, 0,         5,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,1,0,XXXX,0,0,0,    x,0,0
16750000000,0,0,0,0601,2,3, 0,         5,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,1,XXXX,0,0,0,    x,0,0
16850000000,0,0,0,0601,2,3, 0,         5,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,1,0,XXXX,0,0,0,    x,0,0
16950000000,0,0,0,0601,2,3, 0,         5,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,1,XXXX,0,0,0,    x,0,0
17050000000,0,0,0,0601,2,4, 0,         5,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,1,0,    x,0,0
17150000000,0,0,0,0601,2,4, 0,         5,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
17250000000,0,0,0,0601,2,4, 0,         5,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,1,    x,0,0
17350000000,0,0,0,0601,2,5, 0,         5,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,1,0
17450000000,0,0,0,0601,2,5, 0,         5,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,1,0
17550000000,0,0,0,0601,2,5, 0,         5,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,1
17650000000,0,0,0,0601,2,1, 0,         6,1,0,0,0000,   11,1,1,1,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
17750000000,0,0,0,0601,2,1, 0,         6,1,0,0,0000,   11,1,1,1,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
17850000000,0,0,0,0601,2,1, 0,         6,1,0,0,0000,   11,1,1,0,1, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
17950000000,0,0,0,0601,2,1, 0,         6,1,0,0,0000,   11,1,1,1,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
18050000000,0,0,0,0601,2,1, 0,         6,1,0,0,0000,   11,1,1,1,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
18150000000,0,0,0,0601,2,1, 0,         6,1,0,0,0000,   11,1,1,0,1, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
18250000000,0,0,0,0601,2,2, 0,         6,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,1,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
18350000000,0,0,0,0601,2,2, 0,         6,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,1,XXXX,0,0,XXXX,0,0,0,    x,0,0
18450000000,0,0,0,0601,2,2, 0,         6,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,1,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
18550000000,0,0,0,0601,2,2, 0,         6,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,1,XXXX,0,0,XXXX,0,0,0,    x,0,0
18650000000,0,0,0,0601,2,3, 0,         6,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,1,0,XXXX,0,0,0,    x,0,0
18750000000,0,0,0,0601,2,3, 0,         6,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,1,XXXX,0,0,0,    x,0,0
18850000000,0,0,0,0601,2,3, 0,         6,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,1,0,XXXX,0,0,0,    x,0,0
18950000000,0,0,0,0601,2,3, 0,         6,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,1,XXXX,0,0,0,    x,0,0
19050000000,0,0,0,0601,2,4, 0,         6,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,1,0,    x,0,0
19150000000,0,0,0,0601,2,4, 0,         6,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
19250000000,0,0,0,0601,2,4, 0,         6,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,1,    x,0,0
19350000000,0,0,0,0601,2,5, 0,         6,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,1,0
19450000000,0,0,0,0601,2,5, 0,         6,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,1,0
19550000000,0,0,0,0601,2,5, 0,         6,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,1
19650000000,0,0,0,0601,2,1, 0,         7,1,0,0,0000,   11,1,1,1,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
19750000000,0,0,0,0601,2,1, 0,         7,1,0,0,0000,   11,1,1,1,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
19850000000,0,0,0,0601,2,1, 0,         7,1,0,0,0000,   11,1,1,0,1, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
19950000000,0,0,0,0601,2,1, 0,         7,1,0,0,0000,   11,1,1,1,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
20050000000,0,0,0,0601,2,1, 0,         7,1,0,0,0000,   11,1,1,1,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
20150000000,0,0,0,0601,2,1, 0,         7,1,0,0,0000,   11,1,1,0,1, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
20250000000,0,0,0,0601,2,2, 0,         7,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,1,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
20350000000,0,0,0,0601,2,2, 0,         7,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,1,XXXX,0,0,XXXX,0,0,0,    x,0,0
20450000000,0,0,0,0601,2,2, 0,         7,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,1,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
20550000000,0,0,0,0601,2,2, 0,         7,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,1,XXXX,0,0,XXXX,0,0,0,    x,0,0
20650000000,0,0,0,0601,2,3, 0,         7,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,1,0,XXXX,0,0,0,    x,0,0
20750000000,0,0,0,0601,2,3, 0,         7,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,1,XXXX,0,0,0,    x,0,0
20850000000,0,0,0,0601,2,3, 0,         7,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,1,0,XXXX,0,0,0,    x,0,0
20950000000,0,0,0,0601,2,3, 0,         7,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,1,XXXX,0,0,0,    x,0,0
21050000000,0,0,0,0601,2,4, 0,         7,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,1,0,    x,0,0
21150000000,0,0,0,0601,2,4, 0,         7,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
21250000000,0,0,0,0601,2,4, 0,         7,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,1,    x,0,0
21350000000,0,0,0,0601,2,5, 0,         7,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,1,0
21450000000,0,0,0,0601,2,5, 0,         7,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,1,0
21550000000,0,0,0,0601,2,5, 0,         7,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,1
21650000000,0,0,0,0601,2,1, 0,         8,1,0,0,0000,   11,1,1,1,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
21750000000,0,0,0,0601,2,1, 0,         8,1,0,0,0000,   11,1,1,1,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
21850000000,0,0,0,0601,2,1, 0,         8,1,0,0,0000,   11,1,1,0,1, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
21950000000,0,0,0,0601,2,1, 0,         8,1,0,0,0000,   11,1,1,1,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
22050000000,0,0,0,0601,2,1, 0,         8,1,0,0,0000,   11,1,1,1,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
22150000000,0,0,0,0601,2,1, 0,         8,1,0,0,0000,   11,1,1,0,1, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
22250000000,0,0,0,0601,2,2, 0,         8,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,1,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
22350000000,0,0,0,0601,2,2, 0,         8,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,1,XXXX,0,0,XXXX,0,0,0,    x,0,0
22450000000,0,0,0,0601,2,2, 0,         8,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,1,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
22550000000,0,0,0,0601,2,2, 0,         8,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,1,XXXX,0,0,XXXX,0,0,0,    x,0,0
22650000000,0,0,0,0601,2,3, 0,         8,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,1,0,XXXX,0,0,0,    x,0,0
22750000000,0,0,0,0601,2,3, 0,         8,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,1,XXXX,0,0,0,    x,0,0
22850000000,0,0,0,0601,2,3, 0,         8,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,1,0,XXXX,0,0,0,    x,0,0
22950000000,0,0,0,0601,2,3, 0,         8,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,1,XXXX,0,0,0,    x,0,0
23050000000,0,0,0,0601,2,4, 0,         8,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,1,0,    x,0,0
23150000000,0,0,0,0601,2,4, 0,         8,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
23250000000,0,0,0,0601,2,4, 0,         8,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,1,    x,0,0
23350000000,0,0,0,0601,2,5, 0,         8,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,1,0
23450000000,0,0,0,0601,2,5, 0,         8,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,1,0
23550000000,0,0,0,0601,2,5, 0,         8,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,1
23650000000,0,0,0,0601,2,1, 0,         9,1,0,0,0000,   11,1,1,1,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
23750000000,0,0,0,0601,2,1, 0,         9,1,0,0,0000,   11,1,1,1,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
23850000000,0,0,0,0601,2,1, 0,         9,1,0,0,0000,   11,1,1,0,1, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
23950000000,0,0,0,0601,2,1, 0,         9,1,0,0,0000,   11,1,1,1,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
24050000000,0,0,0,0601,2,1, 0,         9,1,0,0,0000,   11,1,1,1,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
24150000000,0,0,0,0601,2,1, 0,         9,1,0,0,0000,   11,1,1,0,1, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
24250000000,0,0,0,0601,2,2, 0,         9,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,1,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
24350000000,0,0,0,0601,2,2, 0,         9,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,1,XXXX,0,0,XXXX,0,0,0,    x,0,0
24450000000,0,0,0,0601,2,2, 0,         9,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,1,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
24550000000,0,0,0,0601,2,2, 0,         9,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,1,XXXX,0,0,XXXX,0,0,0,    x,0,0
24650000000,0,0,0,0601,2,3, 0,         9,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,1,0,XXXX,0,0,0,    x,0,0
24750000000,0,0,0,0601,2,3, 0,         9,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,1,XXXX,0,0,0,    x,0,0
24850000000,0,0,0,0601,2,3, 0,         9,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,1,0,XXXX,0,0,0,    x,0,0
24950000000,0,0,0,0601,2,3, 0,         9,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,1,XXXX,0,0,0,    x,0,0
25050000000,0,0,0,0601,2,4, 0,         9,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,1,0,    x,0,0
25150000000,0,0,0,0601,2,4, 0,         9,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
25250000000,0,0,0,0601,2,4, 0,         9,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,1,    x,0,0
25350000000,0,0,0,0601,2,5, 0,         9,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,1,0
25450000000,0,0,0,0601,2,5, 0,         9,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,1,0
25550000000,0,0,0,0601,2,5, 0,         9,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,1
25650000000,0,0,0,0601,2,1, 0,        10,1,0,0,0000,   11,1,1,1,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
25750000000,0,0,0,0601,2,1, 0,        10,1,0,0,0000,   11,1,1,1,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
25850000000,0,0,0,0601,2,1, 0,        10,1,0,0,0000,   11,1,1,0,1, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
25950000000,0,0,0,0601,2,1, 0,        10,1,0,0,0000,   11,1,1,1,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
26050000000,0,0,0,0601,2,1, 0,        10,1,0,0,0000,   11,1,1,1,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
26150000000,0,0,0,0601,2,1, 0,        10,1,0,0,0000,   11,1,1,0,1, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
26250000000,0,0,0,0601,2,2, 0,        10,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,1,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
26350000000,0,0,0,0601,2,2, 0,        10,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,1,XXXX,0,0,XXXX,0,0,0,    x,0,0
26450000000,0,0,0,0601,2,2, 0,        10,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,1,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
26550000000,0,0,0,0601,2,2, 0,        10,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,1,XXXX,0,0,XXXX,0,0,0,    x,0,0
26650000000,0,0,0,0601,2,3, 0,        10,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,1,0,XXXX,0,0,0,    x,0,0
26750000000,0,0,0,0601,2,3, 0,        10,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,1,XXXX,0,0,0,    x,0,0
26850000000,0,0,0,0601,2,3, 0,        10,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,1,0,XXXX,0,0,0,    x,0,0
26950000000,0,0,0,0601,2,3, 0,        10,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,1,XXXX,0,0,0,    x,0,0
27050000000,0,0,0,0601,2,4, 0,        10,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,1,0,    x,0,0
27150000000,0,0,0,0601,2,4, 0,        10,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
27250000000,0,0,0,0601,2,4, 0,        10,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,1,    x,0,0
27350000000,0,0,0,0601,2,5, 0,        10,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,1,0
27450000000,0,0,0,0601,2,5, 0,        10,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,1,0
27550000000,0,0,0,0601,2,5, 0,        10,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,1
27650000000,0,0,0,0601,2,1, 0,        11,1,0,0,0000,   11,1,1,1,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
27750000000,0,0,0,0601,2,1, 0,        11,1,0,0,0000,   11,1,1,1,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
27850000000,0,0,0,0601,2,1, 0,        11,1,0,0,0000,   11,1,1,0,1, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
27950000000,0,0,0,0601,2,1, 0,        11,1,0,0,0000,   11,1,1,1,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
28050000000,0,0,0,0601,2,1, 0,        11,1,0,0,0000,   11,1,1,1,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
28150000000,0,0,0,0601,2,1, 0,        11,1,0,0,0000,   11,1,1,0,1, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
28250000000,0,0,0,0601,2,2, 0,        11,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,1,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
28350000000,0,0,0,0601,2,2, 0,        11,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,1,XXXX,0,0,XXXX,0,0,0,    x,0,0
28450000000,0,0,0,0601,2,2, 0,        11,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,1,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
28550000000,0,0,0,0601,2,2, 0,        11,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,1,XXXX,0,0,XXXX,0,0,0,    x,0,0
28650000000,0,0,0,0601,2,3, 0,        11,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,1,0,XXXX,0,0,0,    x,0,0
28750000000,0,0,0,0601,2,3, 0,        11,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,1,XXXX,0,0,0,    x,0,0
28850000000,0,0,0,0601,2,3, 0,        11,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,1,0,XXXX,0,0,0,    x,0,0
28950000000,0,0,0,0601,2,3, 0,        11,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,1,XXXX,0,0,0,    x,0,0
29050000000,0,0,0,0601,2,4, 0,        11,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,1,0,    x,0,0
29150000000,0,0,0,0601,2,4, 0,        11,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
29250000000,0,0,0,0601,2,4, 0,        11,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,1,    x,0,0
29350000000,0,0,0,0601,2,5, 0,        11,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,1,0
29450000000,0,0,0,0601,2,5, 0,        11,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,1,0
29550000000,0,0,0,0601,2,5, 0,        11,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,1
29650000000,0,0,0,0601,2,1, 0,        12,1,0,0,0000,   11,1,1,1,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
29750000000,0,0,0,0601,2,1, 0,        12,1,0,0,0000,   11,1,1,1,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
29850000000,0,0,0,0601,2,1, 0,        12,1,0,0,0000,   11,1,1,0,1, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
29950000000,0,0,0,0601,2,1, 0,        12,1,0,0,0000,   11,1,1,1,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
30050000000,0,0,0,0601,2,1, 0,        12,1,0,0,0000,   11,1,1,1,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
30150000000,0,0,0,0601,2,1, 0,        12,1,0,0,0000,   11,1,1,0,1, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
30250000000,0,0,0,0601,2,2, 0,        12,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,1,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
30350000000,0,0,0,0601,2,2, 0,        12,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,1,XXXX,0,0,XXXX,0,0,0,    x,0,0
30450000000,0,0,0,0601,2,2, 0,        12,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,1,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
30550000000,0,0,0,0601,2,2, 0,        12,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,1,XXXX,0,0,XXXX,0,0,0,    x,0,0
30650000000,0,0,0,0601,2,3, 0,        12,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,1,0,XXXX,0,0,0,    x,0,0
30750000000,0,0,0,0601,2,3, 0,        12,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,1,XXXX,0,0,0,    x,0,0
30850000000,0,0,0,0601,2,3, 0,        12,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,1,0,XXXX,0,0,0,    x,0,0
30950000000,0,0,0,0601,2,3, 0,        12,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,1,XXXX,0,0,0,    x,0,0
31050000000,0,0,0,0601,2,4, 0,        12,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,1,0,    x,0,0
31150000000,0,0,0,0601,2,4, 0,        12,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
31250000000,0,0,0,0601,2,4, 0,        12,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,1,    x,0,0
31350000000,0,0,0,0601,2,5, 0,        12,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,1,0
31450000000,0,0,0,0601,2,5, 0,        12,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,1,0
31550000000,0,0,0,0601,2,5, 0,        12,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,1
31650000000,0,0,0,0601,2,1, 0,        13,1,0,0,0000,   11,1,1,1,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
31750000000,0,0,0,0601,2,1, 0,        13,1,0,0,0000,   11,1,1,1,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
31850000000,0,0,0,0601,2,1, 0,        13,1,0,0,0000,   11,1,1,0,1, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
